event,date,status,department,institution,categories
UC Love Data 2024,2024-02-15,Staff,UC Davis School of Veterinary Medicine,UC Davis,Other
UC Love Data 2024,2024-02-15,Staff,Early Academic Outreach Program / P-20,UC Davis,Other
UC Love Data 2024,2024-02-15,Staff,Library,UC San Francisco,Other
UC Love Data 2024,2024-02-15,Staff,SOMOR Evaluation,UC Davis,Other
UC Love Data 2024,2024-02-15,Staff,UCLA Faculty Practice Group,UCLA,Other
UC Love Data 2024,2024-02-15,Staff,FPG Decision Support Services,UCLA,Other
UC Love Data 2024,2024-02-15,Staff,Dept of Pharmaceutical Services,UC San Francisco,Other
UC Love Data 2024,2024-02-15,Staff,Development and Alumni Relations (DEVAR),UC Davis,Other
UC Love Data 2024,2024-02-15,Staff,UC Davis Genome Center,UC Davis,Other
UC Love Data 2024,2024-02-15,Staff,National Center for Ecological Analysis and Synthesis,UC Santa Barbara,Other
UC Love Data 2024,2024-02-15,Staff,Lawrence Berkeley National Laboratory,Government,Other
UC Love Data 2024,2024-02-15,Staff,"Institutional Research, Assessment, and Policy Studies",UC Santa Cruz,Other
UC Love Data 2024,2024-02-15,Staff,Medicine,UC San Francisco,Other
UC Love Data 2024,2024-02-15,Staff,Advancement Services,UC Davis,Other
UC Love Data 2024,2024-02-15,Staff,IT Services Enterprise Data and Analytics,UCLA,Other
UC Love Data 2024,2024-02-15,Staff,SVM,UC Davis,Other
UC Love Data 2024,2024-02-15,Staff,UCSB LIbrary,UC Santa Barbara,Other
UC Love Data 2024,2024-02-15,Staff,Public Scholarship and Engagement,UC Davis,Other
UC Love Data 2024,2024-02-15,Staff,University Development & Alumni Relations,UC Berkeley,Other
UC Love Data 2024,2024-02-15,Staff,Internal Medicine,UC Davis,Other
UC Love Data 2024,2024-02-15,Staff,EIA,UC San Francisco,Other
UC Love Data 2024,2024-02-15,Staff,UCSB,UC Santa Barbara,Other
UC Love Data 2024,2024-02-15,Staff,,UC Davis,Other
UC Love Data 2024,2024-02-15,Staff,IET EIS Data Center,UC Davis,High Performance Computing (HPC)
UC Love Data 2024,2024-02-14,Staff,L&S,UC Berkeley,Programming Languages and Tools
UC Love Data 2024,2024-02-14,Staff,UCD,UC Davis,Programming Languages and Tools
UC Love Data 2024,2024-02-14,Staff,IT Epic Applications,UC Davis,Programming Languages and Tools
UC Love Data 2024,2024-02-14,Staff,PHS,UC Davis,Programming Languages and Tools
UC Love Data 2024,2024-02-14,Staff,UC Davis Health Department of Surgery,UC Davis,Programming Languages and Tools
UC Love Data 2024,2024-02-14,Staff,Chemistry and Biochemistry,UCLA,Programming Languages and Tools
UC Love Data 2024,2024-02-14,Staff,Public Affairs School,UCLA,Programming Languages and Tools
UC Love Data 2024,2024-02-14,Staff,Biomedical Informatics,UC San Diego,Programming Languages and Tools
UC Love Data 2024,2024-02-14,Staff,Psychiatry,UC San Francisco,Programming Languages and Tools
UC Love Data 2024,2024-02-14,Staff,Dept of Pharmaceutical Services,UC San Francisco,Programming Languages and Tools
UC Love Data 2024,2024-02-14,Staff,OCTA,UC San Francisco,Programming Languages and Tools
UC Love Data 2024,2024-02-14,Staff,OBGYN,UC San Francisco,Programming Languages and Tools
UC Love Data 2024,2024-02-14,Staff,Anesthesia,UC San Francisco,Programming Languages and Tools
UC Love Data 2024,2024-02-14,Staff,DOM Cardiology,UC San Francisco,Programming Languages and Tools
UC Love Data 2024,2024-02-14,Staff,EIA,UC San Francisco,Programming Languages and Tools
UC Love Data 2024,2024-02-14,Staff,UCSF,UC San Francisco,Programming Languages and Tools
UC Love Data 2024,2024-02-14,Staff,UCSF Medicine,UC San Francisco,Programming Languages and Tools
UC Love Data 2024,2024-02-13,Staff,Chemistry and Biochemistry,UCLA,Other
UC Love Data 2024,2024-02-15,Staff,Chemistry and Biochemistry,UCLA,Other
UC Love Data 2024,2024-02-16,Staff,Social Services Agency,Government,Other
UC Love Data 2024,2024-02-12,Staff,CLEE (https://www.law.berkeley.edu/research/clee/) & CNR Alum,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-13,Staff,Undergraduate Education,UC Berkeley,Other
UC Love Data 2024,2024-02-12,Staff,Lawrence Berkeley National Lab,"UC Berkeley, Government",Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-16,Staff,Center for Nursing Science,UC Davis,Other
UC Love Data 2024,2024-02-15,Staff,Undergraduate Education,UC Berkeley,Other
UC Love Data 2024,2024-03-22,Student,SFSU Psychology,California State University (CSU),Programming Languages and Tools
UC Love Data 2024,2024-02-14,Student,Bioengineering,UC Berkeley,Other
UC Love Data 2024,2024-02-14,Student,HWNI,UC Berkeley,Programming Languages and Tools
UC Love Data 2024,2024-02-28,Student,Epidemiology- One Health Insitute,UC Davis,Programming Languages and Tools
UC Love Data 2024,2024-03-04,Student,Health Informatics,UC Davis,Programming Languages and Tools
UC Love Data 2024,2024-03-16,Student,Department of Evolution and Ecology,UC Davis,Programming Languages and Tools
UC Love Data 2024,2024-02-14,Student,Scripps Institution of Oceanography,UC San Diego,Other
UC Love Data 2024,2024-02-14,Student,Psychology,UC San Diego,Other
UC Love Data 2024,2024-02-14,Student,COE,UC Santa Barbara,Other
UC Love Data 2024,2024-02-14,Student,environmental studies,UC Santa Barbara,Other
UC Love Data 2024,2024-02-14,Student,Math,UC Santa Barbara,Other
UC Love Data 2024,2024-02-13,Student,College of Engineering,UC Santa Barbara,Programming Languages and Tools
UC Love Data 2024,2024-02-17,Student,DCB,UC Santa Barbara,Programming Languages and Tools
UC Love Data 2024,2024-02-26,Student,"PSTAT, Music",UC Santa Barbara,Programming Languages and Tools
UC Love Data 2024,2024-03-02,Student,sds,UC Santa Barbara,Programming Languages and Tools
UC Love Data 2024,2024-03-08,Student,Economics,UC Santa Barbara,Programming Languages and Tools
UC Love Data 2024,2024-02-14,Student,IoES,UCLA,Other
UC Love Data 2024,2024-02-13,Student,Bioengineering,UC Berkeley,Other
UC Love Data 2024,2024-02-15,Student,IoES,UCLA,Other
UC Love Data 2024,2024-02-15,Student,Bioengineering,UC Berkeley,High Performance Computing (HPC)
UC Love Data 2024,2024-02-12,Graduate student,Elearning,California State University (CSU),Virtual Reality and 3D Data
UC Love Data 2024,2024-02-12,Graduate student,Elearning,California State University (CSU),Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-13,Graduate student,Elearning,California State University (CSU),Other
UC Love Data 2024,2024-02-13,Graduate student,SFSU Psychology,California State University (CSU),Reproducibility and Open Science
UC Love Data 2024,2024-02-13,Graduate student,Elearning,California State University (CSU),Reproducibility and Open Science
UC Love Data 2024,2024-02-13,Graduate student,Elearning,California State University (CSU),Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,California State Library,California State University (CSU),Other
UC Love Data 2024,2024-02-14,Graduate student,Elearning,California State University (CSU),Virtual Reality and 3D Data
UC Love Data 2024,2024-02-15,Graduate student,Elearning,California State University (CSU),Data Visualization
UC Love Data 2024,2024-02-16,Graduate student,California State Library,California State University (CSU),Other
UC Love Data 2024,2024-02-16,Graduate student,Santa Clara County Department of Family Children Services,California State University (CSU),Other
UC Love Data 2024,2024-02-16,Graduate student,Elearning,California State University (CSU),Other
UC Love Data 2024,2024-02-14,Graduate student,Elearning,California State University (CSU),Data Management and Sharing
UC Love Data 2024,2023-02-16,Graduate student,Santa Clara County Social Services Agency,California State University (CSU),Social Sciences Data
UC Love Data 2024,2023-02-16,Graduate student,Elearning,California State University (CSU),Social Sciences Data
UC Love Data 2024,2024-02-15,Graduate student,Elearning,California State University (CSU),High Performance Computing (HPC)
UC Love Data 2024,2024-02-14,Graduate student,Santa Clara County Department of Family Children Services,California State University (CSU),Social Sciences Data
UC Love Data 2024,2024-02-14,Graduate student,Elearning,California State University (CSU),Social Sciences Data
UC Love Data 2024,2024-02-12,Graduate student,Stanford Medical School,Other,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-14,Graduate student,EECS,Other,Artificial Intelligence and Machine Learning
UC Love Data 2024,2024-02-12,Graduate student,Columbia University,Other,Programming Languages and Tools
UC Love Data 2024,2024-02-13,Graduate student,Columbia University,Other,Other
UC Love Data 2024,2024-02-12,Graduate student,Stanford Medical School,Other University,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,American Studies,Other University,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-13,Graduate student,Stanford Medical School,Other University,Other
UC Love Data 2024,2024-02-13,Graduate student,Library information science,Other University,Reproducibility and Open Science
UC Love Data 2024,2024-02-13,Graduate student,American Studies,Other University,Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,American Studies,Other University,Other
UC Love Data 2024,2024-02-12,Graduate student,University of Pennsylvania,Other University,Other
UC Love Data 2024,2024-02-12,Graduate student,University of Pennsylvania,Other University,Other
UC Love Data 2024,2024-02-14,Graduate student,Political Science,Other University,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-14,Graduate student,University of Michigan School of Public Health,Other University,Artificial Intelligence and Machine Learning
UC Love Data 2024,2024-02-14,Graduate student,Public Health,Other University,Artificial Intelligence and Machine Learning
UC Love Data 2024,2024-02-14,Graduate student,VCA and Cedars Sinai,Other University,Artificial Intelligence and Machine Learning
UC Love Data 2024,2024-02-14,Graduate student,Ich Berkeley,Other University,Artificial Intelligence and Machine Learning
UC Love Data 2024,2024-02-14,Graduate student,Mechanical Engineering,Other University,Artificial Intelligence and Machine Learning
UC Love Data 2024,2024-02-16,Graduate student,American Studies,Other University,Other
UC Love Data 2024,2024-02-14,Graduate student,,Other University,Workshops and General Training
UC Love Data 2024,2024-02-14,Graduate student,,Other University,Workshops and General Training
UC Love Data 2024,2024-02-14,Graduate student,Political Science,Other University,Data Management and Sharing
UC Love Data 2024,2024-02-14,Graduate student,UB,Other University,Data Management and Sharing
UC Love Data 2024,2023-02-16,Graduate student,American Studies,Other University,Social Sciences Data
UC Love Data 2024,2023-02-16,Graduate student,Political Science,Other University,Social Sciences Data
UC Love Data 2024,2023-02-14,Graduate student,Political Science,Other University,Programming Languages and Tools
UC Love Data 2024,2024-02-14,Graduate student,American Studies,Other University,Social Sciences Data
UC Love Data 2024,2024-02-12,Graduate student,Blum Center for Developing Economies,UC Berkeley,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-12,Graduate student,ESPM,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,"University of California, Berkeley",UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,Political Science,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,IPMPH,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,School of Public Health,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,ERG,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,Asian studies,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,MPH Interdisciplinary,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,Goldman School of Public Policy,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,Energy and Resources Group,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,Goldman School of Public Policy,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,School of Information,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,ERG,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,Energy & Resources Group,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,Data Science,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,School of Information,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,"University of California, Berkeley",UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,Environmental Health Sciences,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,DevEng,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,School of Information,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,Public Health,UC Berkeley,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-13,Graduate student,GSPP,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,Political Science,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,Bioengineering,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,MPP,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,"BASSC, Social Welfare Department",UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,Development Practice,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,IPMPH,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,School of Public Health,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,Bioengineering,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,Goldman School of Public Policy,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,MPH Interdisciplinary,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,Integrative Biology,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,Department of Psychology,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,GSPP,UC Berkeley,Reproducibility and Open Science
UC Love Data 2024,2024-02-13,Graduate student,Public Health,UC Berkeley,Reproducibility and Open Science
UC Love Data 2024,2024-02-13,Graduate student,OOMPH,UC Berkeley,Programming Languages and Tools
UC Love Data 2024,2024-02-13,Graduate student,GSPP,UC Berkeley,Programming Languages and Tools
UC Love Data 2024,2024-02-13,Graduate student,Mechanical Engineering,UC Berkeley,Programming Languages and Tools
UC Love Data 2024,2024-02-13,Graduate student,Architecture,UC Berkeley,Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,SPH,UC Berkeley,Other
UC Love Data 2024,2024-02-12,Graduate student,MIDS,UC Berkeley,Other
UC Love Data 2024,2024-02-12,Graduate student,OOMPH,UC Berkeley,Other
UC Love Data 2024,2024-02-12,Graduate student,OOMPH,UC Berkeley,Other
UC Love Data 2024,2024-02-12,Graduate student,Bioengineering,UC Berkeley,Other
UC Love Data 2024,2024-02-12,Graduate student,MIDS,UC Berkeley,Other
UC Love Data 2024,2024-02-12,Graduate student,MIDS,UC Berkeley,Other
UC Love Data 2024,2024-02-12,Graduate student,Mechanical Engineering,UC Berkeley,Other
UC Love Data 2024,2024-02-12,Graduate student,MIDS,UC Berkeley,Other
UC Love Data 2024,2024-02-12,Graduate student,Blum Center for Developing Economies,UC Berkeley,Other
UC Love Data 2024,2024-02-12,Graduate student,School of Information,UC Berkeley,Other
UC Love Data 2024,2024-02-12,Graduate student,Energy and Resources Group,UC Berkeley,Other
UC Love Data 2024,2024-02-12,Graduate student,Masters of Public Health-Nutrition,UC Berkeley,Other
UC Love Data 2024,2024-02-12,Graduate student,MPH Interdisciplinary,UC Berkeley,Other
UC Love Data 2024,2024-02-12,Graduate student,MIDS,UC Berkeley,Other
UC Love Data 2024,2024-02-12,Graduate student,Engineering,UC Berkeley,Other
UC Love Data 2024,2024-02-14,Graduate student,Civil Engineering,UC Berkeley,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-14,Graduate student,Engineering (material science),UC Berkeley,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-15,Graduate student,MIDS,UC Berkeley,Data Visualization
UC Love Data 2024,2024-02-15,Graduate student,Goldman School of Public Policy,UC Berkeley,Data Visualization
UC Love Data 2024,2024-02-15,Graduate student,COE,UC Berkeley,Data Visualization
UC Love Data 2024,2024-02-15,Graduate student,UC Berkeley School of Public Health,UC Berkeley,Data Visualization
UC Love Data 2024,2024-02-15,Graduate student,Development Engineering,UC Berkeley,Data Visualization
UC Love Data 2024,2024-02-15,Graduate student,EHS-MPH,UC Berkeley,Data Visualization
UC Love Data 2024,2024-02-15,Graduate student,Public Health,UC Berkeley,Data Visualization
UC Love Data 2024,2024-02-16,Graduate student,Psych,UC Berkeley,Other
UC Love Data 2024,2024-02-16,Graduate student,poloitical science,UC Berkeley,Other
UC Love Data 2024,2024-02-16,Graduate student,"BASSC, Social Welfare Department",UC Berkeley,Other
UC Love Data 2024,2024-02-16,Graduate student,IPMPH,UC Berkeley,Other
UC Love Data 2024,2024-02-16,Graduate student,CED,UC Berkeley,Other
UC Love Data 2024,2024-02-16,Graduate student,School of Public Health,UC Berkeley,Other
UC Love Data 2024,2024-02-16,Graduate student,ERG,UC Berkeley,Other
UC Love Data 2024,2024-02-16,Graduate student,Public Health,UC Berkeley,Other
UC Love Data 2024,2024-02-16,Graduate student,"School of Information, UC Berkeley",UC Berkeley,Other
UC Love Data 2024,2024-02-16,Graduate student,Department of Psychology,UC Berkeley,Other
UC Love Data 2024,2024-02-16,Graduate student,Public Health,UC Berkeley,Other
UC Love Data 2024,2024-02-14,Graduate student,,UC Berkeley,Workshops and General Training
UC Love Data 2024,2024-02-14,Graduate student,,UC Berkeley,Workshops and General Training
UC Love Data 2024,2024-02-14,Graduate student,,UC Berkeley,Workshops and General Training
UC Love Data 2024,2024-02-14,Graduate student,,UC Berkeley,Workshops and General Training
UC Love Data 2024,2024-02-14,Graduate student,,UC Berkeley,Workshops and General Training
UC Love Data 2024,2024-02-14,Graduate student,,UC Berkeley,Workshops and General Training
UC Love Data 2024,2024-02-14,Graduate student,,UC Berkeley,Workshops and General Training
UC Love Data 2024,2024-02-14,Graduate student,,UC Berkeley,Workshops and General Training
UC Love Data 2024,2024-02-14,Graduate student,School of Information,UC Berkeley,Data Management and Sharing
UC Love Data 2024,2024-02-14,Graduate student,ERG,UC Berkeley,Data Management and Sharing
UC Love Data 2024,2024-02-14,Graduate student,UC Berkeley ARE,UC Berkeley,Data Management and Sharing
UC Love Data 2024,2024-02-14,Graduate student,,UC Berkeley,Data Management and Sharing
UC Love Data 2024,2024-02-14,Graduate student,,UC Berkeley,Data Management and Sharing
UC Love Data 2024,2024-02-14,Graduate student,Development Engineering,UC Berkeley,Data Management and Sharing
UC Love Data 2024,2024-02-14,Graduate student,ESPM,UC Berkeley,Data Management and Sharing
UC Love Data 2024,2024-02-14,Graduate student,,UC Berkeley,Data Management and Sharing
UC Love Data 2024,2024-02-14,Graduate student,,UC Berkeley,Data Management and Sharing
UC Love Data 2024,2024-02-14,Graduate student,,UC Berkeley,Data Management and Sharing
UC Love Data 2024,2024-02-14,Graduate student,,UC Berkeley,Data Management and Sharing
UC Love Data 2024,2024-02-14,Graduate student,ESPM,UC Berkeley,Data Management and Sharing
UC Love Data 2024,2023-02-16,Graduate student,Psychology,UC Berkeley,Social Sciences Data
UC Love Data 2024,2023-02-16,Graduate student,Public Health,UC Berkeley,Social Sciences Data
UC Love Data 2024,2023-02-14,Graduate student,UC Berkeley School of Public Health,UC Berkeley,Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,ESPM,UC Berkeley,Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,Architecture,UC Berkeley,Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,Blum Center for Developing Economies,UC Berkeley,Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,EECS,UC Berkeley,Programming Languages and Tools
UC Love Data 2024,2024-02-13,Graduate student,N/A,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,IEOR,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,School of Information,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,School of Information,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,GSPP,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,Civil Engineering,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,MIDS,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,ESPM,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,Psychology,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,MIDS,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,School of Information,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,Architecture,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,EECS,UC Berkeley,Other
UC Love Data 2024,2024-02-13,Graduate student,Haas,UC Berkeley,Other
UC Love Data 2024,2024-02-15,Graduate student,Industrial Engineering and Operations Research,UC Berkeley,Other
UC Love Data 2024,2024-02-15,Graduate student,Asian studies,UC Berkeley,Other
UC Love Data 2024,2024-02-15,Graduate student,GSPP,UC Berkeley,Other
UC Love Data 2024,2024-02-15,Graduate student,MIDS,UC Berkeley,Other
UC Love Data 2024,2024-02-15,Graduate student,Psych,UC Berkeley,Other
UC Love Data 2024,2024-02-15,Graduate student,MIDS,UC Berkeley,Other
UC Love Data 2024,2024-02-15,Graduate student,School of Information,UC Berkeley,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,Economics,UC Berkeley,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,Bioengineering,UC Berkeley,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,Civil Engineering,UC Berkeley,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,IEOR,UC Berkeley,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,Sociology,UC Berkeley,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,Integrative Biology,UC Berkeley,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,Bioengineering,UC Berkeley,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,School of Information,UC Berkeley,High Performance Computing (HPC)
UC Love Data 2024,2024-02-15,Graduate student,ESPM,UC Berkeley,High Performance Computing (HPC)
UC Love Data 2024,2024-02-14,Graduate student,Asian studies,UC Berkeley,Social Sciences Data
UC Love Data 2024,2024-02-14,Graduate student,ERG,UC Berkeley,Social Sciences Data
UC Love Data 2024,2024-02-14,Graduate student,Psych,UC Berkeley,Social Sciences Data
UC Love Data 2024,2024-02-12,Graduate student,UCDSOM,UC Davis,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-12,Graduate student,epidemiology,UC Davis,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,University of California Davis,UC Davis,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,Institute of Transportation Studies,UC Davis,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-12,Graduate student,UC Davis,UC Davis,Geospatial Analysis (GIS)
UC Love Data 2024,2024-02-13,Graduate student,epidemiology,UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,Health Informatics,UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,Emergency Medicine,UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,Biostatistics,UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,Institute of Transportation Studies,UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,Institute of Transportation Studies,UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,UC Davis Center for Watershed Sciences,UC Davis,Reproducibility and Open Science
UC Love Data 2024,2024-02-13,Graduate student,Statistics,UC Davis,Programming Languages and Tools
UC Love Data 2024,2024-02-13,Graduate student,Biostatistics,UC Davis,Programming Languages and Tools
UC Love Data 2024,2024-02-13,Graduate student,Dept of Psychology,UC Davis,Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,Emergency Medicine,UC Davis,Other
UC Love Data 2024,2024-02-12,Graduate student,Biostatistics,UC Davis,Other
UC Love Data 2024,2024-02-12,Graduate student,Dept of Psychology,UC Davis,Other
UC Love Data 2024,2024-02-14,Graduate student,Graduate Group in Epidemiology,UC Davis,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-14,Graduate student,Microbiology and Molecular Genetics,UC Davis,Virtual Reality and 3D Data
UC Love Data 2024,2024-02-15,Graduate student,Health Informatics,UC Davis,Data Visualization
UC Love Data 2024,2024-02-15,Graduate student,UC Davis Comprehensive Cancer Center/Health Informatics Graduate Program,UC Davis,Data Visualization
UC Love Data 2024,2024-02-15,Graduate student,Statistics,UC Davis,Data Visualization
UC Love Data 2024,2024-02-15,Graduate student,"Department of Statistics, UC Davis",UC Davis,Data Visualization
UC Love Data 2024,2024-02-15,Graduate student,Biostatistics,UC Davis,Data Visualization
UC Love Data 2024,2024-02-15,Graduate student,Institute of Transportation Studies,UC Davis,Data Visualization
UC Love Data 2024,2024-02-15,Graduate student,Mathematics,UC Davis,Data Visualization
UC Love Data 2024,2024-02-14,Graduate student,UC Davis Health Informatics,UC Davis,Artificial Intelligence and Machine Learning
UC Love Data 2024,2024-02-14,Graduate student,Computer Science,UC Davis,Artificial Intelligence and Machine Learning
UC Love Data 2024,2024-02-14,Graduate student,Health Informatics and CTSC,UC Davis,Artificial Intelligence and Machine Learning
UC Love Data 2024,2024-02-14,Graduate student,Health Informatics,UC Davis,Artificial Intelligence and Machine Learning
UC Love Data 2024,2024-02-14,Graduate student,Nutrition Department,UC Davis,Artificial Intelligence and Machine Learning
UC Love Data 2024,2024-02-14,Graduate student,Medical Informatics,UC Davis,Artificial Intelligence and Machine Learning
UC Love Data 2024,2024-02-16,Graduate student,Emergency Medicine,UC Davis,Other
UC Love Data 2024,2024-02-16,Graduate student,Biostatistics,UC Davis,Other
UC Love Data 2024,2024-02-14,Graduate student,GGE!,UC Davis,Data Management and Sharing
UC Love Data 2024,2024-02-14,Graduate student,,UC Davis,Data Management and Sharing
UC Love Data 2024,2024-02-14,Graduate student,Biostatistics,UC Davis,Data Management and Sharing
UC Love Data 2024,2023-02-16,Graduate student,UC Davis Comprehensive Cancer Center/Health Informatics Graduate Program,UC Davis,Social Sciences Data
UC Love Data 2024,2023-02-14,Graduate student,Institute of Transportation Studies,UC Davis,Programming Languages and Tools
UC Love Data 2024,2023-02-14,Graduate student,epidemiology,UC Davis,Programming Languages and Tools
UC Love Data 2024,2023-02-14,Graduate student,UC Davis Center for Watershed Sciences,UC Davis,Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,Department of Economics,UC Davis,Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,Economics,UC Davis,Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,Department of Economics,UC Davis,Programming Languages and Tools
UC Love Data 2024,2024-02-12,Graduate student,Department of Animal Science,UC Davis,Programming Languages and Tools
UC Love Data 2024,2024-02-13,Graduate student,Statustics,UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,Center for Watershed Sciences,UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,Department of Statistics,UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,Plant Pathology,UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,MCB/BMCDB,UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,Institute of Transportation Studies,UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,Animal Behavior,UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,Linguistics,UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,Graduate Group in Epidemiology,UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,"Department of Land, Air, and Water Resources",UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,Institute of Transportation Studies,UC Davis,Other
UC Love Data 2024,2024-02-13,Graduate student,MMI,UC Davis,Other
